Date,Temperature (°C),Rainfall_mm,Humidity_pct,Crop_Yield_Impact_Score,Vegetable_Price_LKR_kg,Month,Day_of_Week,Year,Price_7_Days_Ago,Region_Anuradhapura,Region_Badulla,Region_Batticaloa,Region_Colombo,Region_Galle,Region_Gampaha,Region_Hambantota,Region_Jaffna,Region_Kalutara,Region_Kandy,Region_Kegalle,Region_Kilinochchi,Region_Kurunegala,Region_Mannar,Region_Matale,Region_Matara,Region_Monaragala,Region_Mullaitivu,Region_Nuwara Eliya,Region_Polonnaruwa,Region_Puttalam,Region_Ratnapura,Region_Trincomalee,Region_Vavuniya
2020-05-16,20.1,156.6,77.3,1.12,410.13,5,5,2020,408.28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-05-23,36.4,81.3,57.3,1.26,95.76,5,5,2020,492.15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-05-30,29.2,377.2,65.3,1.41,260.21,5,5,2020,430.96,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-06-06,28.5,121.9,92.6,1.32,354.72,6,5,2020,441.96,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-06-13,34.4,384.0,69.3,1.67,339.16,6,5,2020,82.93,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-06-20,23.3,146.8,56.5,0.82,438.51,6,5,2020,479.01,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-06-27,37.4,9.3,53.9,1.96,346.21,6,5,2020,336.96,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-07-04,25.2,198.9,81.4,0.69,345.6,7,5,2020,410.13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-07-11,20.4,358.1,81.8,1.22,318.05,7,5,2020,95.76,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-07-18,25.0,188.0,81.2,0.88,129.12,7,5,2020,260.21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-07-25,20.1,49.7,82.6,0.6,132.23,7,5,2020,354.72,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-08-01,35.5,43.0,83.0,1.75,408.82,8,5,2020,339.16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-08-08,25.0,396.2,78.7,0.79,229.31,8,5,2020,438.51,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-08-15,20.2,153.0,61.6,0.86,165.33,8,5,2020,346.21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-08-22,36.2,276.2,75.4,1.46,361.83,8,5,2020,345.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-08-29,29.0,33.3,79.6,1.76,56.58,8,5,2020,318.05,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-09-05,30.7,63.9,82.1,1.32,408.28,9,5,2020,129.12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-09-12,28.6,66.5,60.6,1.65,492.15,9,5,2020,132.23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-09-19,24.1,108.1,53.3,0.69,430.96,9,5,2020,408.82,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-09-26,32.5,39.5,71.0,0.68,441.96,9,5,2020,229.31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-10-03,24.0,193.1,84.8,1.48,82.93,10,5,2020,165.33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-10-10,29.1,284.2,61.8,0.87,479.01,10,5,2020,361.83,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-10-17,29.8,145.4,79.6,1.79,336.96,10,5,2020,56.58,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-10-24,20.1,156.6,77.3,1.12,410.13,10,5,2020,408.28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-10-31,36.4,81.3,57.3,1.26,95.76,10,5,2020,492.15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-11-07,29.2,377.2,65.3,1.41,260.21,11,5,2020,430.96,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-11-15,28.5,121.9,92.6,1.32,354.72,11,6,2020,441.96,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-11-22,34.4,384.0,69.3,1.67,339.16,11,6,2020,82.93,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-11-29,23.3,146.8,56.5,0.82,438.51,11,6,2020,479.01,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-12-06,37.4,9.3,53.9,1.96,346.21,12,6,2020,336.96,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-12-13,25.2,198.9,81.4,0.69,345.6,12,6,2020,410.13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-12-20,20.4,358.1,81.8,1.22,318.05,12,6,2020,95.76,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-12-27,25.0,188.0,81.2,0.88,129.12,12,6,2020,260.21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-01-03,20.1,49.7,82.6,0.6,132.23,1,6,2021,354.72,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-01-10,35.5,43.0,83.0,1.75,408.82,1,6,2021,339.16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-01-17,25.0,396.2,78.7,0.79,229.31,1,6,2021,438.51,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-01-24,20.2,153.0,61.6,0.86,165.33,1,6,2021,346.21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-01-31,36.2,276.2,75.4,1.46,361.83,1,6,2021,345.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-02-07,29.0,33.3,79.6,1.76,56.58,2,6,2021,318.05,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-02-14,30.7,63.9,82.1,1.32,408.28,2,6,2021,129.12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-02-21,28.6,66.5,60.6,1.65,492.15,2,6,2021,132.23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-02-28,24.1,108.1,53.3,0.69,430.96,2,6,2021,408.82,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-03-07,32.5,39.5,71.0,0.68,441.96,3,6,2021,229.31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-03-14,24.0,193.1,84.8,1.48,82.93,3,6,2021,165.33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-03-21,29.1,284.2,61.8,0.87,479.01,3,6,2021,361.83,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-03-28,29.8,145.4,79.6,1.79,336.96,3,6,2021,56.58,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-04-04,20.1,156.6,77.3,1.12,410.13,4,6,2021,408.28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-04-11,36.4,81.3,57.3,1.26,95.76,4,6,2021,492.15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-04-18,29.2,377.2,65.3,1.41,260.21,4,6,2021,430.96,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-04-25,28.5,121.9,92.6,1.32,354.72,4,6,2021,441.96,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-05-02,34.4,384.0,69.3,1.67,339.16,5,6,2021,82.93,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-05-09,23.3,146.8,56.5,0.82,438.51,5,6,2021,479.01,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-05-16,37.4,9.3,53.9,1.96,346.21,5,6,2021,336.96,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-05-23,25.2,198.9,81.4,0.69,345.6,5,6,2021,410.13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-05-30,20.4,358.1,81.8,1.22,318.05,5,6,2021,95.76,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-06-06,25.0,188.0,81.2,0.88,129.12,6,6,2021,260.21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-06-13,20.1,49.7,82.6,0.6,132.23,6,6,2021,354.72,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-06-20,35.5,43.0,83.0,1.75,408.82,6,6,2021,339.16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-06-27,25.0,396.2,78.7,0.79,229.31,6,6,2021,438.51,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-07-04,20.2,153.0,61.6,0.86,165.33,7,6,2021,346.21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-07-11,36.2,276.2,75.4,1.46,361.83,7,6,2021,345.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-07-18,29.0,33.3,79.6,1.76,56.58,7,6,2021,318.05,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-07-25,30.7,63.9,82.1,1.32,408.28,7,6,2021,129.12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-08-02,28.6,66.5,60.6,1.65,492.15,8,0,2021,132.23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-08-09,24.1,108.1,53.3,0.69,430.96,8,0,2021,408.82,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-08-16,32.5,39.5,71.0,0.68,441.96,8,0,2021,229.31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-08-23,24.0,193.1,84.8,1.48,82.93,8,0,2021,165.33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-08-30,29.1,284.2,61.8,0.87,479.01,8,0,2021,361.83,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-09-06,29.8,145.4,79.6,1.79,336.96,9,0,2021,56.58,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-09-13,20.1,156.6,77.3,1.12,410.13,9,0,2021,408.28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-09-20,36.4,81.3,57.3,1.26,95.76,9,0,2021,492.15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-09-27,29.2,377.2,65.3,1.41,260.21,9,0,2021,430.96,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-10-04,28.5,121.9,92.6,1.32,354.72,10,0,2021,441.96,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-10-11,34.4,384.0,69.3,1.67,339.16,10,0,2021,82.93,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-10-18,23.3,146.8,56.5,0.82,438.51,10,0,2021,479.01,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-10-25,37.4,9.3,53.9,1.96,346.21,10,0,2021,336.96,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-11-01,25.2,198.9,81.4,0.69,345.6,11,0,2021,410.13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-11-08,20.4,358.1,81.8,1.22,318.05,11,0,2021,95.76,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-11-15,25.0,188.0,81.2,0.88,129.12,11,0,2021,260.21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-11-22,20.1,49.7,82.6,0.6,132.23,11,0,2021,354.72,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-11-29,35.5,43.0,83.0,1.75,408.82,11,0,2021,339.16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-12-06,25.0,396.2,78.7,0.79,229.31,12,0,2021,438.51,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-12-13,20.2,153.0,61.6,0.86,165.33,12,0,2021,346.21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-12-20,36.2,276.2,75.4,1.46,361.83,12,0,2021,345.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-12-27,29.0,33.3,79.6,1.76,56.58,12,0,2021,318.05,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-01-03,30.7,63.9,82.1,1.32,408.28,1,0,2022,129.12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-01-10,28.6,66.5,60.6,1.65,492.15,1,0,2022,132.23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-01-17,24.1,108.1,53.3,0.69,430.96,1,0,2022,408.82,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-01-24,32.5,39.5,71.0,0.68,441.96,1,0,2022,229.31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-01-31,24.0,193.1,84.8,1.48,82.93,1,0,2022,165.33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-02-07,29.1,284.2,61.8,0.87,479.01,2,0,2022,361.83,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-02-14,29.8,145.4,79.6,1.79,336.96,2,0,2022,56.58,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-02-21,20.1,156.6,77.3,1.12,410.13,2,0,2022,408.28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-02-28,36.4,81.3,57.3,1.26,95.76,2,0,2022,492.15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-03-07,29.2,377.2,65.3,1.41,260.21,3,0,2022,430.96,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-03-14,28.5,121.9,92.6,1.32,354.72,3,0,2022,441.96,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-03-21,34.4,384.0,69.3,1.67,339.16,3,0,2022,82.93,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-03-28,23.3,146.8,56.5,0.82,438.51,3,0,2022,479.01,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-04-04,37.4,9.3,53.9,1.96,346.21,4,0,2022,336.96,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-04-11,25.2,198.9,81.4,0.69,345.6,4,0,2022,410.13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-04-19,20.4,358.1,81.8,1.22,318.05,4,1,2022,95.76,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-04-26,25.0,188.0,81.2,0.88,129.12,4,1,2022,260.21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-05-03,20.1,49.7,82.6,0.6,132.23,5,1,2022,354.72,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-05-10,35.5,43.0,83.0,1.75,408.82,5,1,2022,339.16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-05-17,25.0,396.2,78.7,0.79,229.31,5,1,2022,438.51,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-05-24,20.2,153.0,61.6,0.86,165.33,5,1,2022,346.21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-05-31,36.2,276.2,75.4,1.46,361.83,5,1,2022,345.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-06-07,29.0,33.3,79.6,1.76,56.58,6,1,2022,318.05,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-06-14,30.7,63.9,82.1,1.32,408.28,6,1,2022,129.12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-06-21,28.6,66.5,60.6,1.65,492.15,6,1,2022,132.23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-06-28,24.1,108.1,53.3,0.69,430.96,6,1,2022,408.82,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-05,32.5,39.5,71.0,0.68,441.96,7,1,2022,229.31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-12,24.0,193.1,84.8,1.48,82.93,7,1,2022,165.33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-19,29.1,284.2,61.8,0.87,479.01,7,1,2022,361.83,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-26,29.8,145.4,79.6,1.79,336.96,7,1,2022,56.58,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-08-02,20.1,156.6,77.3,1.12,410.13,8,1,2022,408.28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-08-09,36.4,81.3,57.3,1.26,95.76,8,1,2022,492.15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-08-16,29.2,377.2,65.3,1.41,260.21,8,1,2022,430.96,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-08-23,28.5,121.9,92.6,1.32,354.72,8,1,2022,441.96,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-08-30,34.4,384.0,69.3,1.67,339.16,8,1,2022,82.93,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-09-06,23.3,146.8,56.5,0.82,438.51,9,1,2022,479.01,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-09-13,37.4,9.3,53.9,1.96,346.21,9,1,2022,336.96,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-09-20,25.2,198.9,81.4,0.69,345.6,9,1,2022,410.13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-09-27,20.4,358.1,81.8,1.22,318.05,9,1,2022,95.76,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-10-04,25.0,188.0,81.2,0.88,129.12,10,1,2022,260.21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-10-11,20.1,49.7,82.6,0.6,132.23,10,1,2022,354.72,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-10-18,35.5,43.0,83.0,1.75,408.82,10,1,2022,339.16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-10-25,25.0,396.2,78.7,0.79,229.31,10,1,2022,438.51,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-11-01,20.2,153.0,61.6,0.86,165.33,11,1,2022,346.21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-11-08,36.2,276.2,75.4,1.46,361.83,11,1,2022,345.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-11-15,29.0,33.3,79.6,1.76,56.58,11,1,2022,318.05,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-11-22,30.7,63.9,82.1,1.32,408.28,11,1,2022,129.12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-11-29,28.6,66.5,60.6,1.65,492.15,11,1,2022,132.23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-06,24.1,108.1,53.3,0.69,430.96,12,1,2022,408.82,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-13,32.5,39.5,71.0,0.68,441.96,12,1,2022,229.31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-20,24.0,193.1,84.8,1.48,82.93,12,1,2022,165.33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-27,29.1,284.2,61.8,0.87,479.01,12,1,2022,361.83,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-04,29.8,145.4,79.6,1.79,336.96,1,2,2023,56.58,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-11,20.1,156.6,77.3,1.12,410.13,1,2,2023,408.28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-18,36.4,81.3,57.3,1.26,95.76,1,2,2023,492.15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-25,29.2,377.2,65.3,1.41,260.21,1,2,2023,430.96,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-02-01,28.5,121.9,92.6,1.32,354.72,2,2,2023,441.96,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-02-08,34.4,384.0,69.3,1.67,339.16,2,2,2023,82.93,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
